sentences,replaced
"As you recall, he is a 57-year-old man with a history of diabetes, hypertension, dyslipidemia, and obesity, who initially presented with chest discomfort on 12/09/2092","As you recall, Bryan is a 57-year-old man with a history of diabetes, hypertension, dyslipidemia, and obesity, who initially presented with chest discomfort on 12/09/2092"
He returns today for diagnostic catheterization,Lawrence returns today for diagnostic catheterization
"Overnight he did well, specifically, he denied any chest pain, shortness of breath, groin, or flank pain","Overnight Danny did well, specifically, Danny denied any chest pain, shortness of breath, groin, or flank pain"
"He remained hemodynamically stable, and was ambulating, eating, and voiding without difficulty","Russell remained hemodynamically stable, and was ambulating, eating, and voiding without difficulty"
"We have asked that he follow up with you in the next one to two weeks, and to call with any questions or concerns before then","We have asked that Michael follow up with you in the next one to two weeks, and to call with any questions or concerns before then"
"In 7/77, he had been treated at NAMG for a left lower lobe PNA with levofloxacin, and developed diarrhea while in the hospital","In 7/77, Phillip had been treated at NAMG for a left lower lobe PNA with levofloxacin, and developed diarrhea while in the hospital"
"After discharge, he continued to have profuse diarrhea, and was treated with IV hydration and metronidazole C","After discharge, Jerry continued to have profuse diarrhea, and was treated with IV hydration and metronidazole C"
Since then he has had multiple episodes of recurrent C,Since then Curtis has had multiple episodes of recurrent C
"Most recently, he was admitted to NAMG for treatment of recurrent C","Most recently, Eric was admitted to NAMG for treatment of recurrent C"
"diff in 1/77, with improvement after receiving inpatient vancomycin and flagyl, and discharged to NAMG, where he was for 3 weeks","diff in 1/77, with improvement after receiving inpatient vancomycin and flagyl, and discharged to NAMG, where Dave was for 3 weeks"
He received 21 days of flagyl,Alfred received 21 days of flagyl
"After about two weeks, he noticed a gradual increase in his stool frequency","After about two weeks, Henry noticed a gradual increase in his stool frequency"
"Three weeks prior to admission, he began taking 500 mg PO Flagyl q8h, which he had at home","Three weeks prior to admission, Bradley began taking 500 mg PO Flagyl q8h, which Bradley had at home"
He felt that his symptoms were improved somewhat on the flagyl,Jack felt that his symptoms were improved somewhat on the flagyl
"One week ago, he saw his PCP, where a C","One week ago, Ross saw his PCP, where a C"
"At that point, he stopped the PO flagyl, and shortly afterward his diarrhea again progressively worsened","At that point, Danny stopped the PO flagyl, and shortly afterward his diarrhea again progressively worsened"
"Currently he is having 10 BM per day, and he states that they are similar to odor, color, and frequency to his prior C","Currently Gordon is having 10 BM per day, and Gordon states that they are similar to odor, color, and frequency to his prior C"
"He has also had a few days of lower abdominal pain, 2-3/10, with no clear pattern, and noticed a few flecks of blood in his stool 2 days ago on one occasion","Bryan has also had a few days of lower abdominal pain, 2-3/10, with no clear pattern, and noticed a few flecks of blood in his stool 2 days ago on one occasion"
"He denies other symptoms including fever/chills, n/v, cp, sob, and dizziness","Ernest denies other symptoms including fever/chills, n/v, cp, sob, and dizziness"
"He reports that when he had taken PO vancomycin in the past, it cost $40 per tablet","Ralph reports that when Ralph had taken PO vancomycin in the past, it cost $40 per tablet"
"He was given 1000 cc NS, 5 mg PO amlodipine, 20 mg PO lisinopril, 500 mg IV flagyl","Willard was given 1000 cc NS, 5 mg PO amlodipine, 20 mg PO lisinopril, 500 mg IV flagyl"
Likely he has a recurrent episode of C,Likely Brandon has a recurrent episode of C
Patient states he was evaluated at OSH recently and felt to not have a DVT,Patient states Chad was evaluated at OSH recently and felt to not have a DVT
"I had added
Zaroxolyn on to her regimen which she is tolerating well","I had added
Zaroxolyn on to her regimen which Jerry is tolerating well"
"However,
her recent laboratory studies show that she has a significant
increase in her BUN and creatinine","However,
her recent laboratory studies show that Troy has a significant
increase in her BUN and creatinine"
"She states her breathing has been
excellent, however","Danny states her breathing has been
excellent, however"
"She is not experiencing as much dyspnea on
exertion","Christopher is not experiencing as much dyspnea on
exertion"
"She is sleeping through the night, and she is no longer
having any kind of dry cough","Craig is sleeping through the night, and Craig is no longer
having any kind of dry cough"
"Physical Examination:  Today she is a pleasant black female in no
acute distress","Physical Examination:  Today Stephen is a pleasant black female in no
acute distress"
"Inspection of her left lower extremity reveals that she
continues to have an ulcer over the lateral aspect of the foot on
the plantar surface that measures 2 x 3 cm","Inspection of her left lower extremity reveals that Steven
continues to have an ulcer over the lateral aspect of the foot on
the plantar surface that measures 2 x 3 cm"
"She is doing much better on
higher doses of diuretics with a weight loss of over 20 pounds
since her last visit here about a month ago","Roy is doing much better on
higher doses of diuretics with a weight loss of over 20 pounds
since her last visit here about a month ago"
"At this point in
time, however, I think that we need to cut back on her Zaroxolyn
given the elevation in her BUN and creatinine, and I've asked her
to hold her Zaroxolyn dosage and continue on a relatively low-fat
and low-sodium diet and to have a scale and obtain daily weights,
and she will follow-up with me in the office in two weeks and per
telephone conversation in four days","At this point in
time, however, I think that we need to cut back on her Zaroxolyn
given the elevation in her BUN and creatinine, and I've asked her
to hold her Zaroxolyn dosage and continue on a relatively low-fat
and low-sodium diet and to have a scale and obtain daily weights,
and Bernard will follow-up with me in the office in two weeks and per
telephone conversation in four days"
