sentences,replaced
"0mg po QPM

Lasix 20 mg po qd

lisinopril 10 mg po qd

Zetia 10mg po qd



Allergies:

			

No known drug allergy   



Physical examination:

			

-Pulse: 58  beats per minute and regular

-General:   He is well appearing and in no apparent distress","0mg po QPM

Lasix 20 mg po qd

lisinopril 10 mg po qd

Zetia 10mg po qd



Allergies:

			

No known drug allergy   



Physical examination:

			

-Pulse: 58  beats per minute and regular

-General:   Rokrosa is well appearing and in no apparent distress"
He has no S3 or S4,Glerisbeth has no S3 or S4
He has no audible murmurs,Hasnan has no audible murmurs
He continues to be very active with no symptoms of angina or congestive heart failure,Construtora continues to be very active with no symptoms of angina or congestive heart failure
I have discussed these issues with him in detail,I have discussed these issues with Elvyn in detail
"Also, I would like to see if he has had further development of pulmonary hypertension","Also, I would like to see if Felicie has had further development of pulmonary hypertension"
He will continue his current medications and return to see me in six months' time or sooner if need be,Thahir will continue his current medications and return to see me in six months' time or sooner if need be
"Record date: 2074-12-25

Episodic Visit



He has had a cold for 5 days and wanted to get checked","Record date: 2074-12-25

Episodic Visit



Sjofn has had a cold for 5 days and wanted to get checked"
"He says it started Saturday with a tickle in his throat; he went to the race track on Sunday and felt the same; on Tuesday he had dry cough, occasionally bringing up clear sputum","Aden Hamoud says it started Saturday with a tickle in his throat; Aden Hamoud went to the race track on Sunday and felt the same; on Tuesday Aden Hamoud had dry cough, occasionally bringing up clear sputum"
He had no fevers but perhaps some mild sweats,Goncearov had no fevers but perhaps some mild sweats
He notes mild sinus congestion and post-nasal drip,Swee Hong notes mild sinus congestion and post-nasal drip
He got a flu shot at the TFMC in 11/74 and pneumovax at last appt in 11/74,Friedli got a flu shot at the TFMC in 11/74 and pneumovax at last appt in 11/74
"He is feeling mostly better, and was able to work out on the treadmill for 1","Clenir is feeling mostly better, and was able to work out on the treadmill for 1"
He has had no chest pain or dyspnea,Slavei has had no chest pain or dyspnea
"He is using Robitussin DM, but askes if there is anything better for him to use","Yuven is using Robitussin DM, but askes if there is anything better for Yuven to use"
I have told him not to use sudafed containing products because of his cad and htn; he will try nasonex NAS to clear his sinuses; robitussin AC given for prn qhs use,I have told Anne Mieke not to use sudafed containing products because of his cad and htn; Anne Mieke will try nasonex NAS to clear his sinuses; robitussin AC given for prn qhs use
he reports his cardiologist plans to stop plavix after one year course,Sebasty reports his cardiologist plans to stop plavix after one year course
"At the present time,

she continues to complain of exertional angina,  and states that

she is willing to consider undergoing cardiac catheterization","At the present time,

Marielaure continues to complain of exertional angina,  and states that

Marielaure is willing to consider undergoing cardiac catheterization"
She continues now on a regimen of Atenolol 25 mg p,Aktoti continues now on a regimen of Atenolol 25 mg p
"She is status post intramammary artery

graft to her LAD, after developing restenosis at the site of a

balloon LAD angioplasty","Neys is status post intramammary artery

graft to her LAD, after developing restenosis at the site of a

balloon LAD angioplasty"
"She will have

her insulin dose on the morning of her scheduled catheterization","Drek will have

her insulin dose on the morning of her scheduled catheterization"
"Resident, Phoenix Neurology

Neurology ED Consult





   





Date:	Thursday, February 20, 2089    21:42	

PCP:	Rhonda Riddle; (called by Valerie Xian)	

Patient:	Garrison Sexton	

HDH Record #	4210443	



	

Chief  Complaint:  ""dizzy, slurred speech"" 		

History of Present Illness:  65 year old RH gentleman with Hx notable for HTN and CASHD, was working on taxes and making barbecued chicken this afternoon, when at 1am he had the sudden onset of feeling ""dizzy, disoriented"" and having ""slurred speech""","Resident, Phoenix Neurology

Neurology ED Consult





   





Date:	Thursday, February 20, 2089    21:42	

PCP:	Rhonda Riddle; (called by Valerie Xian)	

Patient:	Garrison Sexton	

HDH Record #	4210443	



	

Chief  Complaint:  ""dizzy, slurred speech"" 		

History of Present Illness:  65 year old RH gentleman with Hx notable for HTN and CASHD, was working on taxes and making barbecued chicken this afternoon, when at 1am Anadtazija had the sudden onset of feeling ""dizzy, disoriented"" and having ""slurred speech"""
"He reports that he ""couldn't remember what I was trying to say"", and that his words both sounded ""like [I] was drunk""","Malince reports that Malince ""couldn't remember what I was trying to say"", and that his words both sounded ""like [I] was drunk"""
"He also stated that at times, when he would try to talk, nothing would come out","Nelson Santos also stated that at times, when Nelson Santos would try to talk, nothing would come out"
"He walked downstairs, with difficulty, and his wife noticed that in the hallway he was bumping into items on (falling to) his right","Ana Mercedes walked downstairs, with difficulty, and his wife noticed that in the hallway Ana Mercedes was bumping into items on (falling to) his right"
"She underwent evaluation with MR stress test which revealed inferior
ischemia","Shat underwent evaluation with MR stress test which revealed inferior
ischemia"
"Patient was in her usual state of health until 3 days prior to admission, when she began experiencing unremitting substernal chest pain, nonradiating","Patient was in her usual state of health until 3 days prior to admission, when Nabe began experiencing unremitting substernal chest pain, nonradiating"
Upon their arrival at her house she was given 2 doses of SL nitro which improved her pain,Upon their arrival at her house Taturuotes was given 2 doses of SL nitro which improved her pain
She was admitted for continued rule out for MI and workup of her pulmonary findings,Dondy was admitted for continued rule out for MI and workup of her pulmonary findings
"Hx TB-patient says she was diagnosed at age 19, received drug therapy and spent time in a sanatorium","Hx TB-patient says Marco-Pereira was diagnosed at age 19, received drug therapy and spent time in a sanatorium"
"This constellation of symptoms may be viewed in several different ways:  from a cardiac standpoint, as presentation of unstable angina, given her hx of MI and cardiac risk factors; from an oncological standpoint, as a pheochromocytoma or carcinoid syndrome, given the sympathomimetic nature of her symptoms such as dizziness, abd pain/nausea, chest pain and dyspnea, and the findings in Ab CT and Chest CT, or a primary lung cancer given her history of smoking; from an infectious disease standpoint, as possible reactivation tuberculosis, given that she has a history of TB infection and treatment","This constellation of symptoms may be viewed in several different ways:  from a cardiac standpoint, as presentation of unstable angina, given her hx of MI and cardiac risk factors; from an oncological standpoint, as a pheochromocytoma or carcinoid syndrome, given the sympathomimetic nature of her symptoms such as dizziness, abd pain/nausea, chest pain and dyspnea, and the findings in Ab CT and Chest CT, or a primary lung cancer given her history of smoking; from an infectious disease standpoint, as possible reactivation tuberculosis, given that Maleshane has a history of TB infection and treatment"
